kbb_price,trade_in_value,accepted
15161,3936,0
15103,9977,0
7216,1549,0
16427,11188,1
8740,6637,0
15963,12321,0
16186,12018,1
11926,2436,0
7528,4524,1
10098,7499,1
12569,7990,0
7160,5317,1
14163,9132,1
15929,8477,0
17961,5085,0
16270,7642,0
4814,3106,1
13904,2863,0
9635,2560,0
5024,3443,0
10268,6180,1
11763,6794,0
15213,4461,0
14028,3831,0
9907,5271,0
12139,7227,0
10679,3791,0
11018,6295,0
10781,3047,1
10986,8057,1
13603,4135,1
11294,8147,1
10971,4776,0
14803,9128,0
9581,5960,0
6423,1681,0
11905,7187,1
10062,3651,0
13737,7041,0
13844,8830,0
10996,7752,1
19806,10864,0
14423,6933,0
15461,10769,1
7458,3951,0
13596,3493,0
12714,2433,1
13471,5100,0
13364,5860,0
15882,6475,0
8973,6163,1
4538,2460,0
13338,7342,1
12643,8189,1
15711,5452,0
9946,5910,0
21423,7612,0
15694,9126,1
15630,10502,0
14394,7989,0
12926,7031,0
14456,4085,0
9095,4754,1
14853,3972,0
11730,7658,1
6396,3658,0
13450,9146,0
13578,3329,0
12147,4975,0
17118,5382,1
12054,6269,0
8526,3604,1
14168,6119,1
10973,3223,0
11599,3871,1
11776,5185,0
13174,4675,0
18463,4160,0
12971,6896,1
4656,3122,0
17133,4875,0
8360,4838,0
21455,14235,1
10441,5829,1
7905,2133,0
9436,5770,0
9297,4248,0
11028,2355,0
19084,6131,0
9606,5576,0
5876,2041,0
13213,9029,1
11400,3563,0
8536,2373,0
12285,2682,0
9369,5061,0
11355,5231,1
14591,10917,1
2850,1428,1
11381,8208,0
11940,6751,0
10239,3413,1
15684,12144,0
14110,6598,1
5585,3117,1
7406,1768,0
12746,7100,1
14104,8133,0
9046,4585,1
10282,4441,0
15809,4299,0
5203,3877,1
1359,417,0
14886,9535,1
12568,9946,1
14189,5144,0
14761,4927,0
17310,5222,0
13764,5346,1
9092,3203,0
9523,3033,0
16061,3846,0
8387,5159,1
11491,7468,1
9777,2579,1
9033,3022,0
12442,5504,1
4552,1196,0
19462,4448,0
11219,2620,0
10145,3408,0
11396,4677,0
10901,6451,0
14918,5239,1
12301,9689,0
8700,4040,0
12504,8956,0
12052,3184,0
11231,7348,1
18183,4486,0
14119,4327,0
11181,5629,0
14714,9941,0
11222,3939,0
12576,2056,1
12901,7268,1
12000,6933,1
14107,6066,0
12537,6938,0
13944,10006,1
11847,2945,0
14804,4580,0
11368,7084,0
7397,1549,0
18160,8370,0
13682,7150,1
14800,9247,1
12299,8030,1
13649,9060,1
11438,5248,0
11178,4851,0
12698,6391,0
11632,4405,0
23030,15972,0
14119,5341,0
11993,2760,0
10522,5731,0
9325,1905,0
13831,5479,0
14501,9119,1
19977,4829,0
12111,8771,0
12540,9202,1
11828,3622,0
9682,4261,0
7204,1761,0
17788,7275,1
12014,5058,0
13895,5569,0
6311,3475,0
14420,5853,0
13661,3837,0
9809,6133,0
6855,2645,0
11997,7840,0
11312,3579,0
12849,9624,0
12158,6411,1
11018,5713,0
10366,2705,0
14438,7585,1
12838,9782,1
12815,5098,0
15645,8811,1
8355,2996,0
8356,3109,0
16701,11665,0
14049,9722,0
13551,7762,1
10070,7715,1
16765,8335,0
8689,3382,0
13075,3620,0
10895,4811,1
15886,4485,0
11875,8588,0
15133,8999,1
14415,7466,0
12167,9344,1
10582,2021,1
14539,4296,0
12787,889,0
15053,6839,0
9732,3150,0
12986,6009,0
9903,5680,0
13036,8785,1
9979,6498,0
13115,0,1
11948,5632,0
8837,3917,0
7626,5551,1
14611,5348,0
14001,5444,0
9756,6932,0
13727,3015,0
10324,8053,1
11513,4034,1
10827,5165,0
11411,5188,1
9899,3650,0
11105,4612,0
2196,670,0
9319,3116,0
18214,10737,0
13421,6624,0
9945,4687,0
12737,3892,0
13486,3918,0
10693,4057,1
19709,4075,0
13994,4039,0
14335,3646,0
9301,3375,0
8728,6663,1
6056,1769,0
7628,4820,0
12879,9961,0
11936,6709,0
5792,2394,1
13295,7144,0
12814,5755,0
15252,9266,1
16508,6661,0
10604,5981,0
10882,4644,0
9822,7810,1
16466,10544,0
14705,3438,0
11921,3852,1
13465,6070,0
11840,2664,0
11888,5533,0
10500,2279,0
7175,3518,0
9525,6787,1
12221,6722,1
5120,1251,0
10587,7413,0
16833,5533,0
6851,3657,1
9396,5313,0
5589,2587,0
8470,1820,0
16670,12975,1
13240,6525,1
12884,8439,0
16664,5948,0
15991,11013,1
12777,4787,0
9063,6578,1
10608,3143,0
11171,2982,0
12583,8071,1
10885,3637,1
18019,5580,0
10659,7304,1
11481,7761,0
11033,5030,0
11081,6832,1
12168,4490,0
9056,2806,0
13146,5823,1
14249,3183,0
12823,4237,0
12914,5400,1
14655,6803,0
14641,5776,0
12387,5315,0
14143,10822,1
10218,4402,1
7792,2031,0
4463,1162,0
12966,5130,0
9240,3046,1
11235,6525,1
10516,4168,1
9343,2174,0
12957,9842,0
7230,5069,0
9249,1859,0
13201,8809,0
13567,5232,1
11695,2877,0
15438,11651,1
12509,5838,1
8470,2124,0
11516,6491,1
12606,5741,0
17489,13196,0
14015,9644,1
6764,2614,0
11204,3250,0
5158,2899,0
9604,2781,0
10313,4959,1
8305,5726,1
6910,2680,0
15186,6512,1
14631,11411,0
11594,7280,0
10448,4804,0
14572,4810,0
13643,3494,0
14549,7766,1
15399,4147,0
7205,1641,0
12002,3090,0
11566,3692,0
14046,10777,0
10739,2802,0
11917,4535,0
12269,6105,0
10946,4951,0
7662,3902,1
12721,6104,0
13681,8171,0
12308,5697,0
11079,8444,0
11538,8446,0
15776,10193,1
11899,4555,0
16382,5231,1
14209,6479,0
13891,9624,1
20519,5990,0
13992,3605,0
15754,10786,1
15016,5858,0
9009,2705,1
14221,9836,1
8092,1988,0
8713,3248,1
15297,4947,0
7094,4072,0
12276,6381,0
13129,8751,1
13359,6669,0
10534,4658,0
14665,5605,0
10549,3644,0
10925,8639,1
16179,7997,1
11470,7932,1
9772,4971,0
7116,5475,1
9373,5594,1
7311,3118,0
14304,8215,0
14645,3292,1
10810,6575,0
12305,4620,0
13259,7276,0
6776,575,0
14015,10358,0
9724,4135,0
14135,5262,0
11165,8101,0
11038,8496,1
11955,8903,1
9402,3825,1
11767,2912,0
11201,7768,0
8633,4920,0
14033,8968,0
9914,7347,0
12479,3303,0
11748,6170,0
7008,2210,0
9849,2487,0
11880,3033,0
11620,2875,0
12077,5640,0
12702,9882,1
9802,3693,0
13611,4864,0
17186,4069,0
12386,8141,0
8783,3166,0
8379,3300,0
5961,2899,0
12344,9394,1
13195,5001,0
3619,1896,0
14660,11105,1
9699,2539,0
14379,7051,0
13879,3627,0
8905,2722,0
13072,5580,0
9890,6348,1
10645,0,1
11979,3186,0
14449,10292,0
6361,2140,0
17602,11874,1
6016,4043,1
12238,8139,1
14432,5029,1
9720,4268,0
12600,6878,0
11022,7884,1
10666,2331,0
17454,9764,1
9139,4277,0
12149,8814,1
18265,10494,1
16878,13330,1
12366,6079,0
11161,5158,0
5735,3041,0
12106,7679,1
12192,8231,1
8897,2403,0
14291,3691,0
13349,7342,0
10195,3553,0
9161,4313,0
10877,7060,1
13581,10341,0
13183,8384,0
15914,6429,1
14899,5831,0
10386,4442,0
14857,3610,0
11135,6286,1
6928,3999,1
9916,5884,1
7689,3508,0
14260,11386,1
9254,2623,0
9218,2803,0
14742,10847,1
7647,4960,1
12106,5446,1
6330,5060,1
13774,7521,0
12739,4221,0
11886,8950,1
17154,8233,0
14102,7804,1
16135,3491,0
15775,7827,0
12047,6005,0
9415,6386,1
10434,2766,0
18564,9205,0
12835,7699,1
15367,7760,1
10319,4537,1
14971,3748,0
14244,5511,1
15392,3162,0
11772,3290,0
12547,6268,0
10497,4267,0
14081,1143,0
11208,6659,1
18478,10407,1
11452,4112,0
11364,5102,0
10793,2396,0
13468,10368,0
17873,11564,0
13847,7798,0
13961,3211,1
20094,2854,1
14634,6616,1
14395,7896,1
11262,5558,0
13890,5136,0
8127,1875,0
13116,6246,0
15166,7598,1
13459,3348,0
13191,3888,0
10550,3654,0
9626,4000,0
16009,6797,0
11184,4823,0
15869,5636,1
10369,2817,0
16470,12997,0
13504,7298,0
8020,5088,1
8449,6383,0
10674,3865,0
13624,10802,0
12734,3330,0
10353,975,1
17176,12071,0
12303,2540,0
5891,4421,1
14092,3557,0
9509,3498,0
8848,5750,1
9942,2635,1
18761,6049,0
13123,3489,0
9611,2266,0
10525,6408,0
16246,11641,1
12751,8181,0
13472,2930,0
14115,7578,0
14336,8897,1
10593,4032,0
6339,1892,0
10416,3589,0
9881,5809,0
10695,2162,0
19948,11832,0
12644,8032,0
9732,0,1
10508,3635,0
10522,3006,0
9067,6614,1
12325,6497,1
14945,4636,0
9723,2836,0
6920,2006,0
14607,8613,0
9402,2995,0
12594,3958,0
13728,8662,1
7812,1809,0
14016,9777,0
6722,3846,1
7517,5581,0
12946,3852,1
17901,9694,0
11358,6804,0
9321,6024,0
11542,2996,0
11031,6737,1
14225,7160,0
14102,3443,0
8396,2444,0
10087,2075,0
14320,9429,0
12035,8312,1
5251,2885,1
13302,6751,0
12079,3241,0
8665,6784,0
14514,3775,0
7601,4944,0
8176,1908,0
14374,3772,0
10057,3297,0
9968,3844,0
9146,3288,0
15304,8514,1
7078,3209,0
12493,0,1
14175,7141,1
10190,8133,0
8540,1860,0
14470,10204,1
12582,8500,1
15916,7036,0
14002,10091,0
13114,8844,0
16602,7104,0
7469,4283,0
13937,1064,0
13778,10532,1
9377,4567,0
12629,3852,0
11639,5579,1
12421,7909,0
11916,5967,1
7747,4923,1
16367,3399,0
12920,4727,0
10424,3737,0
14416,3058,0
13172,5163,0
15110,10405,0
14558,7818,1
11571,9045,1
12892,4983,0
11443,6744,1
9104,4951,0
10899,2795,0
11464,5843,0
9857,5423,0
7995,2341,0
16624,3717,0
6775,3286,0
7600,2191,0
12447,3459,0
15396,5673,0
12438,5257,0
12353,5924,0
9860,2669,0
10150,2165,0
9971,2049,0
14415,6052,0
11931,3074,0
11050,4726,1
10239,4546,0
11159,8289,0
10874,4513,1
12547,7828,1
11454,6501,1
9024,2974,0
10385,4097,0
11101,8407,0
15427,4663,0
10066,5848,1
11628,8134,0
10045,2490,1
12821,3189,0
14999,9941,0
12186,6060,0
8429,1726,0
14313,10121,1
11793,7371,1
15554,6134,0
12984,5221,0
4152,958,0
12063,8873,1
12143,717,0
12367,6018,1
12873,8773,1
14511,11354,1
13199,10346,1
10137,7174,0
10789,6943,1
12666,5275,0
8735,4813,0
13391,10410,0
8018,1798,0
12086,3007,0
7311,5595,1
5982,2328,0
13532,10813,1
10756,3873,0
10891,5589,1
10502,6165,1
8145,2605,0
15065,10550,1
13454,8872,0
15353,11190,0
9723,7435,0
6910,3551,0
10680,5697,1
14382,8196,1
10499,4514,0
12794,9664,1
15926,10643,1
12767,7188,0
17433,12591,1
15861,7797,0
14014,10963,1
12922,6955,0
13265,8245,0
11149,7004,0
14063,8668,0
10546,5196,0
15577,9591,1
13250,4433,0
13338,3109,1
9846,5677,0
13061,9235,0
11843,7574,1
12295,6727,1
10185,4754,0
11466,5006,0
11383,6788,1
12843,5928,0
12107,5954,1
11685,2752,0
18207,4272,0
11703,7610,0
13737,4524,0
15342,7852,0
14003,6182,0
15518,9424,0
10948,6853,0
9416,2742,0
10186,7069,0
16308,2502,0
14621,10594,0
9042,2400,0
15095,8553,0
6740,2421,0
10925,5586,0
16865,7592,1
11610,2519,0
12260,7847,0
16132,5693,0
11428,5264,0
9648,2067,0
6464,2428,0
10502,3096,0
9235,2262,0
12637,4459,0
10510,5263,0
6628,3380,0
18258,14564,0
15319,6710,0
8737,2530,0
12679,8166,0
8724,4236,0
15605,8402,0
7484,1865,0
15677,8033,0
11832,6003,0
10665,3771,1
15878,4203,0
16312,5273,0
11233,6009,0
18420,13381,0
5438,1861,0
9933,6161,0
13072,3888,1
7643,5552,1
11428,5936,0
13159,7591,0
10761,3566,0
7346,5381,1
12601,5409,0
14500,9432,0
10488,6477,0
13500,3494,0
17181,6690,0
17962,7381,0
11168,7977,1
14666,4134,0
12616,6842,0
10959,4340,1
14933,4958,0
11847,8531,1
10178,7417,0
16058,8979,0
15762,9393,0
8721,6203,0
14822,6923,0
6555,1404,0
13198,8460,0
15044,6312,0
7700,3091,0
13841,4171,0
14305,9600,1
10749,3633,1
10892,6126,1
13315,5667,0
15301,7561,1
10283,6376,1
14827,9845,0
10914,6236,1
12965,6125,0
12215,5179,1
14818,4868,0
11296,3473,0
10429,4894,0
7204,4016,0
6031,1311,0
13969,10592,1
13255,6924,1
10682,5159,0
13518,6263,0
13444,3230,0
14355,7330,0
11914,9208,1
14610,11183,1
19569,13304,0
11117,7243,0
11095,2605,1
10960,7350,1
13781,3375,0
18663,0,0
8725,4331,0
12542,5122,1
10136,6586,0
9885,7584,1
11522,5297,0
12415,9245,0
16424,10307,1
10165,2392,0
14667,5833,1
11173,4881,0
14932,7820,0
7324,2613,0
10040,4834,0
15107,11534,0
14677,3638,0
12594,6192,1
15404,5514,1
7170,4958,0
7997,4606,0
12470,2142,0
9657,4761,0
13733,8401,0
14798,4690,0
12412,6044,0
10685,3993,0
8065,2404,0
15195,5455,0
15323,5222,0
13633,6675,0
9392,6877,0
12960,5120,1
12493,9611,1
11489,6729,0
6913,2723,0
11028,7842,1
12017,9542,1
11212,5501,0
13241,6768,0
14888,8123,1
14746,3648,0
15813,4884,0
11640,5093,1
8410,3038,0
10393,8181,1
11425,4547,0
8920,3220,0
7406,2362,0
8446,2220,0
8119,4080,1
12480,4792,1
18320,9493,1
13337,8203,0
11974,8719,0
5835,2571,0
10277,3475,1
12547,5599,1
16299,9434,1
14216,3182,0
13771,3737,0
11399,5962,0
15052,10491,0
10344,5183,0
7599,5075,0
11182,8405,1
7961,4097,1
14705,9525,1
9032,6405,0
7032,1983,0
11039,7571,1
7998,5270,1
7895,5261,0
9444,2265,0
15680,6492,1
13528,8282,1
7988,6142,1
8337,5761,1
13230,6886,1
8230,0,0
11458,6313,1
12323,2952,0
10451,4839,0
12241,3798,0
12951,3311,0
15890,8344,1
13322,3947,0
4153,2690,0
14107,7475,1
8902,2285,0
12596,5406,0
14065,5766,0
12362,4999,0
16078,5551,1
10892,6764,1
13357,7997,1
15865,10383,0
9902,2064,0
18257,9545,0
8799,4121,1
12266,6140,0
11809,5904,0
13938,9510,0
11785,7327,0
10807,3704,0
10430,3881,1
17232,11929,0
12672,5898,0
15245,6872,0
9678,2539,0
17465,12232,1
14022,9426,0
13813,5685,0
5605,1415,0
18069,10067,1
9814,4487,0
12101,8533,1
2363,1692,1
16907,3505,0
10598,5959,0
12411,9781,0
8104,2485,0
10591,5228,0
14931,8309,0
8980,4684,0
12515,0,1
7733,2118,0
11535,3803,0
12315,7427,1
11270,5984,1
14709,3854,0
13244,3053,0
17385,12261,0
7174,2988,0
12594,9188,1
14207,7206,0
14055,10525,1
15338,3745,0
11412,7381,0
12599,2826,0
10786,3549,1
16436,9690,0
10624,7163,1
6304,1581,0
7900,2797,0
14744,3603,0
12994,2762,0
14428,7280,1
10254,4446,0
9277,2834,0
9212,2407,0
13999,9543,0
11815,3041,0
16757,9995,1
12406,7592,0
14866,4498,1
13069,9289,0
9633,4990,1
10934,8622,1
9326,3334,0
6413,2972,0
5792,2861,0
8357,2013,0
16302,12518,0
15450,6873,1
9238,5527,0
8466,5753,0
8894,3028,0
12686,7528,1
9707,2950,0
15243,9565,0
12464,8999,0
13886,9596,0
11475,4642,0
15177,9284,1
17681,4328,0
14992,7286,1
10563,2448,0
13115,4093,0
13065,5511,0
12007,4462,1
11865,5088,0
15679,7306,1
13347,2997,0
12909,4284,0
11340,8151,1
13788,3992,0
14466,9827,0
12538,7504,1
11707,8266,1
15354,3775,0
14510,11553,1
18850,0,0
11980,7614,0
14164,8484,0
14332,3515,0
11063,2857,0
10603,3050,0
9297,7383,1
12486,8032,1
10320,2562,0
12462,6926,0
9766,5089,1
16981,6499,0
15869,5536,0
16111,11209,0
13912,4243,0
12844,7507,0
10893,7875,1
15760,11977,0
13770,4848,0
6085,4705,0
14200,5770,1
13370,6683,1
10313,6251,1
15671,3298,0
11002,5949,0
15514,4627,0
16678,12736,1
12613,2740,0
12912,5011,0
13182,5320,0
9532,3743,1
12846,3355,0
9794,5797,0
7129,2328,0
13590,9338,0
13519,8156,1
8532,5674,0
9818,7235,0
9097,6596,0
12015,6070,0
8876,3093,0
10738,0,0
10794,8103,1
13426,9489,0
14740,5089,1
11174,5896,0
14393,10311,0
13005,6378,1
11945,7869,1
14205,8774,0
9793,4125,0
14018,8092,0
9863,4295,0
10194,3356,0
14932,11108,0
9143,3195,0
12290,2974,0
9055,2839,1
18831,10310,0
10581,0,0
10419,7382,1
13561,5222,0
14063,11142,1
13711,3926,0
13258,3061,0
9177,2742,0
8828,2466,0
12734,6802,0
17371,13340,1
13159,5548,1
7062,5097,1
11623,4431,0
18826,5274,0
10831,5517,1
17707,5255,0
16276,6822,0
14035,3690,0
15533,8289,0
9574,4481,0
11966,4042,0
13171,5934,1
10554,3519,0
13552,4754,0
17041,3421,0
11000,5811,1
11572,3019,1
19677,7743,0
10840,4365,0
11850,3767,0
8071,3249,0
12424,7432,1
12192,2825,0
5723,2752,1
10194,4150,1
11989,7367,0
10583,6380,0
10307,1968,0
13801,9001,1
18467,4716,0
9686,3452,1
11682,3885,0
8832,4260,0
8990,3210,0
10354,2871,0
13708,6504,0
9100,4662,1
12500,8284,0
16198,10464,0
11837,5485,1
15256,6830,0
9840,2773,0
8457,2555,1
12891,7271,1
10962,6012,0
9535,2497,0
6031,1476,0
7569,3710,1
15403,11462,0
14205,10461,1
13006,9085,0
13353,3089,0
13246,3658,0
15076,4472,0
19539,6191,0
14471,8059,1
11990,9452,0
11417,6925,1
14979,11063,1
10216,2990,0
8545,4402,0
10991,2968,0
9191,5142,0
9713,5073,0
10111,6347,0
12926,7612,0
9817,2484,0
11640,8245,0
11262,2871,0
10852,7589,0
11128,6657,0
15748,8927,0
7058,2429,0
10323,3048,1
13197,4101,0
15673,7771,0
9545,2857,0
10274,6289,1
6942,3561,1
11405,4919,0
10005,4171,0
8321,3289,0
11354,3683,0
17552,11006,0
9992,3653,1
15924,6755,0
10899,7458,0
7665,2415,0
13011,4299,0
7901,2815,0
11742,4891,0
8705,2880,0
12660,7360,0
13453,9202,0
8737,3402,0
9837,2670,1
9015,3339,0
8532,5241,0
12541,5568,0
13328,5909,0
9462,5547,0
13628,6219,0
13496,9614,0
14584,8532,0
8168,5138,0
11867,5295,0
20672,4969,0
14229,6140,1
11582,7313,1
14363,4265,0
9132,6126,1
14149,10157,0
9954,3288,0
14379,5652,0
15155,5706,1
6643,1819,0
13805,8649,1
15647,4365,0
12052,8455,0
15661,10447,1
13840,9753,0
7322,1801,0
12361,4786,1
13613,8895,0
15520,3532,0
11744,4341,0
16478,3957,0
7953,3848,0
22548,5888,0
13612,8033,0
6738,1392,0
11075,8560,1
5793,438,0
11751,6483,0
10873,3193,0
14330,9034,0
6779,3421,0
7386,2680,0
12311,8418,0
14849,3949,0
6763,3321,0
10256,4911,0
11241,6162,1
18208,12514,1
10225,4870,0
14643,10391,1
18425,9411,0
14352,5862,1
14465,7442,1
8293,6632,0
11414,4618,0
19069,7834,0
10012,5221,1
11881,5941,0
9327,2088,0
16201,11264,1
10436,3464,0
8659,2144,0
14753,5534,0
16146,9436,0
14868,10808,1
12540,5548,1
9469,6832,0
7963,2393,0
17301,10174,1
11816,1570,1
7496,3142,1
13548,4437,0
13493,10320,1
11017,3977,1
12167,623,0
13301,8598,0
12192,0,1
8655,1845,0
14124,2885,0
12257,8299,1
8554,3625,0
11168,5695,1
8458,3091,0
10948,8177,0
15577,9735,0
10701,5410,1
11057,7793,1
15497,3809,0
12802,8175,0
8861,2745,0
9115,5302,0
11284,3423,0
6622,4772,0
14115,2803,0
12069,8316,1
14501,5945,1
9708,6116,0
14781,9993,0
10842,5628,0
13034,7619,1
14424,10008,1
12859,6812,0
7092,3295,0
12252,4201,0
9989,7557,0
10065,3178,1
14433,4347,0
12309,7555,1
7401,2985,0
10702,3294,0
15511,10100,0
9782,6587,1
11553,2974,0
16661,5812,0
13355,5994,0
12987,7937,0
11343,2278,0
17400,7328,0
6425,3896,1
10132,3398,0
20171,5599,0
14223,9503,1
9375,4381,1
9756,5462,0
13057,4529,0
12556,6403,0
6636,3333,0
13126,8593,0
14435,5689,0
10597,8391,1
15490,4170,0
7161,2851,0
6418,1381,0
12188,9429,0
8899,3344,0
10293,2388,0
11299,8935,0
11728,3971,0
15188,3480,0
12307,3199,0
5721,2541,1
13123,4741,0
11598,8455,1
16230,7376,0
11001,7239,1
11887,7402,0
7696,4014,0
14506,8180,0
12776,6959,0
12140,6719,0
6772,1509,0
9204,2418,0
12677,5295,0
7319,5338,1
10189,6287,0
9727,6966,1
13108,3189,0
11582,2610,0
9596,5861,0
7143,1792,0
15426,11394,0
8447,1942,0
14225,5832,1
6583,2061,0
12513,4645,0
16067,7292,0
15739,6997,0
10444,2731,0
14547,10047,0
10057,7975,1
7759,1644,0
15404,8094,0
7956,6305,1
13076,5987,1
11288,8855,0
12007,5324,0
6359,3634,0
9202,4352,0
14577,10364,0
13897,7297,0
13508,3723,0
9178,3554,0
11364,8898,1
18522,14653,1
9871,2536,0
16030,11397,0
9471,3265,0
11006,3781,0
10223,2160,0
18013,11974,1
13729,8136,1
9467,2530,0
18704,8218,0
13688,3519,1
14142,7853,1
11196,7642,0
7703,1848,0
10618,2811,0
11455,6537,0
16705,7244,1
10313,2813,1
13506,2761,0
12399,8838,1
16927,4299,0
16838,12647,1
10435,2227,0
11261,4733,0
12196,5455,0
11307,8344,1
16420,3563,0
8816,5130,0
15555,5422,0
11794,6120,0
12417,1392,0
8904,2963,0
11236,6590,0
11749,5000,0
15024,6869,0
11767,1246,0
12442,6199,1
14338,4778,0
8853,6897,1
11182,7040,1
16392,3645,0
17922,4115,0
5665,2177,0
19117,10764,1
11746,2981,0
15132,9545,0
11158,2958,0
5355,2273,1
11765,5308,0
10955,8058,1
4615,995,0
13041,4788,0
12596,7657,0
11133,6603,0
11713,9166,0
11607,4542,1
11654,3696,0
13437,2815,0
11860,4060,0
11702,5874,0
6532,4498,0
12467,6801,0
13885,4667,0
8362,1995,0
9059,4127,1
14486,8614,0
13046,10286,0
10241,5378,0
9371,5086,0
13372,6739,0
9400,6959,1
12489,8380,1
13551,7992,1
10444,2117,0
13922,4083,0
9732,4961,1
14414,7161,0
13356,10526,1
10572,2852,0
14619,2983,0
9336,5363,0
9819,2842,0
8879,6411,1
10414,3227,0
9569,7643,0
11481,7845,1
10342,4561,1
10769,3012,0
12368,9302,0
8267,2055,0
13441,10095,1
12338,5713,0
11601,6364,1
16521,3951,0
9866,3552,0
9912,7866,1
13823,8503,1
15324,12227,1
10239,3428,0
9373,3942,0
7718,5210,1
15641,6435,1
8823,3023,1
12085,4515,0
15875,9171,1
10221,6023,1
10726,4998,0
8118,3763,1
14882,4920,0
10418,6635,0
15966,4495,0
16647,11422,1
12516,6249,0
14309,7106,0
12161,4710,0
13715,3178,0
13625,6851,1
14300,6273,0
14483,5097,0
15242,8841,1
7840,3376,0
13412,3653,0
8133,2023,1
14286,4165,0
11541,4920,0
13184,7696,1
10913,7503,1
12898,5150,0
12170,3664,0
4748,2258,0
7515,4435,0
14422,7080,0
9029,5240,1
9103,6885,1
10792,4392,1
13866,4846,0
19189,11647,0
11086,6382,1
10693,2490,0
7459,5567,1
13171,3453,0
14158,3536,0
12545,6510,0
15808,3883,0
10995,6443,0
9612,6077,0
6262,4581,1
14782,8844,1
8108,2884,1
14210,9188,0
12709,10142,1
12170,2581,0
8714,4483,0
12867,9359,0
15962,8470,0
13215,5069,0
12636,3015,1
16255,10536,0
5935,3211,1
13188,3490,0
6520,1489,0
11205,2804,0
6966,4368,1
15963,4064,1
12872,9354,1
7726,3588,0
13555,752,0
12534,4603,1
14234,11226,1
11328,4966,1
9513,3061,0
15589,7236,1
9153,6226,1
7675,5279,1
4677,2823,1
10411,3872,0
11375,5000,1
14647,11568,0
9845,1993,0
6336,1654,0
11580,1133,1
9667,7669,0
10903,5622,1
10402,5257,0
16688,9250,1
14103,4738,0
8275,2926,0
10130,4875,0
13562,3763,0
13013,5177,0
14415,2912,0
16116,7692,1
12569,4477,0
14105,6451,1
9663,2861,0
13553,4160,0
14163,8046,0
12127,3847,0
12307,9443,0
14458,3757,0
15340,4618,0
12146,2816,0
9699,5663,0
16768,4574,0
12922,8386,0
9508,5538,0
12675,5803,0
8234,2779,1
14412,9982,0
11067,6970,0
15144,3506,0
9727,4149,1
11952,8384,0
13772,7407,0
12953,6279,1
11139,6605,0
15403,5508,0
7272,1996,0
7758,6032,0
7274,3507,1
6025,1708,0
9632,3261,0
10898,3041,0
10021,6028,1
6615,5054,1
11604,2584,0
12217,6588,0
8167,4172,0
9446,3366,1
11685,8561,1
13287,2907,0
11577,4945,0
10067,2035,0
14445,3703,0
9805,7704,1
9626,1707,0
13882,4482,0
15894,4897,0
12172,7592,1
9103,2924,1
8485,1835,0
6347,2471,0
10750,2697,0
14656,10438,1
8516,1721,0
11390,5973,1
7819,2697,0
9983,6659,0
11235,6231,0
10728,6938,1
12312,3246,0
12770,5835,1
15655,7902,0
12705,2669,0
10364,6506,0
14460,9820,1
11314,3330,0
11061,7771,0
12590,6161,0
11602,5306,0
11295,5029,1
16436,3703,0
11821,2465,0
14142,3684,0
10588,5711,0
9265,2018,0
10344,2491,0
10899,7595,0
16391,3692,0
17864,8245,1
14237,4034,0
8529,4835,0
10601,8000,1
11573,4110,1
16742,9458,0
9266,5968,0
9882,3704,0
12364,8558,1
20609,7482,1
10132,4491,1
12643,5416,0
12440,5253,0
10617,7272,1
13710,6762,0
15816,6094,1
10556,5278,1
7310,5442,1
6893,3081,1
14428,11325,1
13785,3522,0
14228,10387,1
12451,8387,1
9152,7228,1
18759,14920,1
8712,6101,0
15001,7436,1
11092,8727,0
14048,7346,0
2948,923,1
13040,5914,0
15027,3338,0
15504,7281,0
14989,4451,1
14033,3730,0
12670,7338,1
9633,5661,0
11240,7876,1
10072,7504,0
6578,2684,1
12332,6090,0
7940,2373,1
8413,3394,1
19538,13945,1
4189,2488,0
15102,6243,1
16457,7873,0
12338,3479,0
8750,5697,0
7337,2675,0
9462,3069,0
11239,7346,0
14023,10831,0
10314,4058,1
14039,10208,0
9000,1004,1
6233,2494,1
12903,5151,0
11098,5563,1
14967,5621,0
8991,0,0
9947,7751,1
11735,8721,0
12711,0,0
7510,5773,0
11860,4108,0
10080,2831,0
11046,5664,0
8919,6278,0
15082,7859,0
10130,2140,0
15043,3781,0
18401,4395,0
12352,5888,0
16915,4485,0
14903,4423,0
10842,8347,0
17372,10425,0
13691,8567,0
12672,7736,1
16392,9349,0
11759,5987,1
10839,2571,0
14140,8054,0
19220,7116,0
10603,7309,1
17689,10512,1
8977,2850,0
16967,3738,0
7713,4344,1
11338,7021,1
11681,6990,0
14388,10294,0
14875,9063,1
11115,8867,0
15360,9343,0
5946,2024,0
12379,0,0
13437,10592,1
9750,3718,0
11374,2332,0
12464,4336,0
8114,4948,0
9207,2778,0
9624,6680,1
15314,3071,0
11238,8896,1
10235,7981,1
15364,0,0
10981,4928,1
14910,5607,0
11899,5181,0
11297,6336,1
10386,3785,0
10688,4979,0
9014,3234,0
12807,4082,0
14835,7982,0
10149,4983,0
12809,8798,1
12386,6664,1
10463,5389,0
10715,7170,1
6149,4243,0
8529,4844,0
12210,5397,0
11503,8100,1
11613,5744,0
16944,13219,0
12296,6101,1
12914,7389,0
6524,3191,0
16058,4900,0
8163,4123,1
13007,5379,0
11310,3040,0
11455,8984,1
9996,6435,1
14365,4187,0
11257,6985,0
